Gene	GV_Mean	MI_Mean	MII_Mean
MPG	3.308709642	3.61867572	9.827573545
NPRL3	1.013022126	0.804553401	1.710849708
Z69720.2	0.010601186	0	0
Z69666.2	0	0	0
HBZ	0.015056767	0	0.045743839
HBM	0.024820653	0	0.02126876
HBZP1	0.026498505	0	0.080504892
Z84721.4	0	0	0
HBA2	0	0	0
HBA1	0	0	0
Y_RNA	0	0	0
HBQ1	16.82316328	6.432443187	6.45082344
LA16c-OS12.2	0	0	0
LUC7L	1.59273618	1.273640438	0.648304315
Z69890.1	0	0	0
ITFG3	5.269707189	3.901504898	2.037492124
ITFG3	8.487795844	7.92111298	3.189038847
RGS11	0.180798151	0.034043168	0.047004855
ARHGDIG	0.245869387	0.051286938	0.141927239
PDIA2	0.13483558	0	0
AXIN1	0.478554806	0.2661372	0.282856478
MRPL28	1.89752692	0.032881514	0.327102707
TMEM8A	0.457891731	0.125554311	0.099856241
Z97634.3	0.186478041	0.270444949	0.257199614
NME4	0.737078854	0.832048399	1.586385465
DECR2	2.079434432	0.421911667	1.336950078
RAB11FIP3	0.630036852	0.154410685	0.135749877
Y_RNA	0	0	0
RP1-196A12.1	0	0	0
AL049542.1	0	0	0
CAPN15	0.101966069	0.116223339	0.128833002
MIR5587	0	0	0
MIR3176	0	0	0
LA16c-366D1.3	0	0	0
C16orf11	0	0	0
PIGQ	0.01360679	0.007694929	0.037069611
NHLRC4	0	0	0
RAB40C	0.89535946	0.241739292	0.160088343
Z98881.1	0	0	0
WFIKKN1	0.209270686	0.045227733	0.02598055
C16orf13	2.077945754	0.925509993	1.52005093
AL022341.1	0	0	0
FAM195A	2.038419752	0.273219532	0.785231632
AL022341.3	0.058446575	0	0
WDR90	0.016616291	0	0
LA16c-349E10.1	0	0	0
RHOT2	0.043212938	0	0
RHBDL1	0	0	0.016087693
LA16c-313D11.9	0	0	0
STUB1	1.106639836	0.38697517	1.521254954
JMJD8	1.041596928	0.341032912	1.119205923
WDR24	0.719732124	0.040962621	0.047974849
LA16c-313D11.12	0.060509541	0.044160675	0.04999212
FBXL16	0.11945583	0.097768605	0.131660523
LA16c-380A1.1	0	0	0
METRN	0.022991925	0.024469017	0.117243875
FAM173A	2.423770543	0.31167958	0.154474976
CCDC78	0.078765169	0.003649815	0
HAGHL	0.026353258	0	0.006198203
NARFL	0.058927883	0.0048293	0
MSLN	0	0	0
MSLNL	0.013974012	0	0
MIR662	0	0	0
RPUSD1	0.47084876	0.072827168	0.15528109
CHTF18	0.136169472	0.034518977	0.021473118
GNG13	0.245280934	0.084479701	0.022498827
PRR25	0	0	0
LMF1	0.459316511	0.054921861	0.131512821
LA16c-306A4.1	0.085795161	0	0.250628438
LA16c-306A4.2	0	0	0
LA16c-366D3.1	0.395356969	0	0.015289258
RP11-161M6.2	0.014812671	0.044719993	0.049445838
AC009041.2	0.357910441	0	0
SOX8	0	0	0
RP11-161M6.3	0	0	0
SSTR5-AS1	14.24883135	5.379890548	5.76232126
RP11-161M6.5	10.76268631	8.439361184	8.21365445
AC009041.1	2.23201016	1.485526258	1.996995979
SSTR5	0	0.014393729	0
C1QTNF8	0.041922036	0	0
LA16c-349E11.1	0	0	0
LA16c-381G6.1	0.28566909	0.095083994	0.22636651
CACNA1H	0.133079963	0.037369337	0.084152227
RP11-616M22.1	0	0	0
RP11-616M22.2	0	0	0
RP11-616M22.3	0	0	0
TPSG1	0.493183027	0.162818982	0.064756418
TPSB2	0.029185774	0	0
TPSAB1	0	0.00646861	0
TPSD1	0	0.009183605	0
RP11-616M22.5	0	0	0
PRSS29P	0	0	0
RP11-616M22.10	0.259050596	0.118551987	0
RP11-616M22.9	0.015888632	0	0
TPSP2	0	0	0
RP11-616M22.7	0	0	0
UBE2I	12.61148694	10.91926629	7.370740888
LA16c-358B7.3	1.717742668	1.394536002	2.175442456
RPS20P2	11.42521011	8.442802611	3.428725383
BAIAP3	0.35561769	0.088491469	0.043534873
TSR3	2.10705873	0.429834688	0.226356204
GNPTG	9.173726195	14.63606878	11.90321602
LA16c-316G12.2	0	0.010792319	0
UNKL	11.04430115	12.8988669	12.6370765
AL031721.1	0	0	0
LA16c-312E8.2	0	0	0
C16orf91	3.485098804	2.64752217	5.833593037
CCDC154	0.008340322	0	0
CLCN7	0.066750173	0.018184263	0.03738663
LA16c-390E6.5	0.310126173	0.096544371	0.191269279
LA16c-390E6.4	0	0	0
LA16c-390E6.3	0	0	0
RPS3AP2	0	0	0
PTX4	0	0	0
TELO2	0.061458528	0	0.003503838
IFT140	0.331116638	0.095987963	0.166755076
LA16c-385E7.1	0	0	0
TMEM204	0	0	0
LA16c-425C2.1	0	0	0
LA16c-395F10.2	0.087213416	0	0.031246612
CRAMP1L	1.264833677	0.633240725	0.627903662
LA16c-395F10.1	0.268130041	0.223262718	0.298961121
LA16c-431H6.6	0.46873696	0.485767688	0.206024325
HN1L	3.5743848	2.3297952	1.569662899
MAPK8IP3	0.27903106	0.153899641	0.043566617
LA16c-329F2.1	0	0	0
MIR3177	0	0	0
LA16c-361A3.3	0	0	0
NME3	2.183653488	0.856082333	1.158019868
MRPS34	13.11664024	5.608504041	5.76500651
EME2	0.246918868	0.003239372	0.032174691
SPSB3	0.511189567	0.007075471	0.060780931
NUBP2	0.32623152	0.018129563	0.062425507
IGFALS	0.465911835	0.100217395	0.272203917
HAGH	36.1739745	4.811609021	6.481505047
FAHD1	1.227228358	1.1181931	1.58420599
MEIOB	1.380329307	0.934236923	0.741791268
LA16c-429E7.1	0	0	0
AL499628.1	0	0	0
XX-DJ76P10__A.2	0.869325248	0	0.091482832
RN7SL367P	0	0	0
HS3ST6	0	0	0
MSRB1	0.634174712	0.062823095	0.235518092
RPL3L	0.035997995	0	0.013736953
NDUFB10	54.24041075	55.36488195	54.04742355
RPS2	25.52410576	51.23340686	54.00537354
SNORA10	0.397542355	0	0.166457484
SNORA64	0	0	0
AC005363.9	0.123043276	0.375898611	0.031536817
SNHG9	15.45927561	8.455067845	7.980889788
RNF151	0.011051226	0	0
TBL3	0.142686544	0.042604554	0.060987093
NOXO1	0.046532782	0.04370664	0.019780902
AC005606.1	0	0	0.017215276
GFER	3.929375055	0.679821811	1.013625753
AC005606.14	4.279138064	0.677278001	0.788913161
SYNGR3	2.022089165	0.70596198	0.82710512
AC005606.15	8.581858691	10.75064547	5.172747676
ZNF598	1.360753351	1.587850681	0.929753233
NPW	0	0	0
RN7SL219P	0	0	0.051546282
SLC9A3R2	0.172248924	0.056018326	0.025103272
NTHL1	3.472530331	4.016515654	7.367605652
TSC2	0.206950829	0.151726319	0.142438684
PKD1	0.073751802	0.031796832	0.019900037
MIR1225	0	0	0
RP11-304L19.1	0.031558128	0.060414294	0
RP11-304L19.3	0.036164768	0.056535357	0
RP11-304L19.4	0	0	0
RP11-304L19.2	0.463868174	0.337985647	0.300872918
Y_RNA	0	0	0
MIR4516	0	0	0
MIR3180-5	0	0	0
RAB26	0.05147684	0.054465199	0.053857709
RP11-304L19.5	0.514120055	0.343176806	0.260574895
SNORD60	0	0	0
TRAF7	0.798501954	0.552095882	1.252362466
CASKIN1	0.441393231	0.068504625	0.080473764
MLST8	0.159885293	0.153663624	0.372018311
AC009065.3	0	0	0
BRICD5	0.143072755	0.010842488	0.05691923
RP11-304L19.8	0	0	0
PGP	1.012561721	0.38448569	0.439709454
E4F1	0.287930532	0.03704178	0.138109523
RP11-304L19.12	0.62272236	0.082964949	0.210922504
DNASE1L2	0	0	0
ECI1	1.806498145	0.287710661	0.382652563
RP11-304L19.11	0.052916242	0	0
RNPS1	6.052893248	5.625879609	5.83399497
AC009065.1	1.104688587	1.103400227	12.37997909
AC009065.2	2.401613661	0.909143007	0.512893148
MIR940	0.260627285	0.16133773	0.084138199
MIR3677	0	0	0
MIR4717	0	0	0
ABCA3	0.949510213	0.124782237	0.109737762
RP11-715J22.1	2.017376074	0.829240266	0.343199109
ABCA17P	7.065735327	1.88760104	1.572994842
CCNF	1.151513037	0.722043426	0.511392946
RP11-715J22.3	0.433389476	0.622930246	0
RP11-715J22.4	0.769016737	0.26344585	0.169365154
C16orf59	0.890359323	0.221179626	0.505614199
RP11-715J22.2	0.080803795	0.028179724	0.011333215
NTN3	0	0	0
TBC1D24	0.004744391	0	0.039038252
RP11-715J22.6	0	0	0
RP11-20I23.1	5.893841816	2.00778748	2.557986818
ATP6V0C	7.70578089	2.625774648	3.319577019
ATP6C	0.594469216	0.264151456	0.442898722
AMDHD2	0.127004271	0.025039536	0.071588243
CEMP1	0.184646541	0.006137202	0.056200082
MIR3178	1.55187647	0	0
PDPK1	20.43820046	17.14517809	29.398149
RP11-20I23.13	0.08975637	0	0.018933792
RP11-20I23.11	0.097373551	0.039484096	0.056786121
RP11-20I23.8	8.446582113	10.32337795	17.67310104
RP11-20I23.6	2.232623403	0.852786443	1.430526979
RP11-20I23.7	5.053145389	1.42107832	2.263999837
CTD-3126B10.1	0.128830029	0.079562871	0.081477836
AC141586.5	49.31868491	33.46761281	54.96438552
PDPK2	35.98789552	40.73171529	65.45458374
CTD-3126B10.4	0.25436874	0.039484096	0.531593445
ERVK13-1	0.062715037	0.065307355	0.03387886
KCTD5	15.53092674	14.64545727	18.9693004
PRSS27	0.222174811	0.050885052	0.267654675
AC092117.1	0	0	0
SRRM2-AS1	0.466110728	0.231059325	0.165095624
SRRM2	4.240763239	3.229385752	3.532413858
AC092117.2	0	0	0
TCEB2	68.3068308	38.42084584	39.05441547
PRSS33	0	0	0
SNORA3	0	0	0
PRSS41	0.010711357	0	0
PRSS21	0.408602586	0.119361746	0.54244434
LA16c-352F10.1	0	0.18072574	0
ZG16B	0	0	0.01082055
PRSS30P	0.023035175	0.026424962	0
PRSS22	0.057553932	0.104383409	0.038092853
LA16c-325D7.1	0.081487151	0.073815388	0
LA16c-325D7.2	0.708824783	1.659160768	0.466366267
FLYWCH2	15.79294524	17.01469368	41.63717646
FLYWCH1	0.990475979	0.232154484	0.278110856
LA16c-321D4.1	0.12341123	0	0.08184416
LA16c-321D4.2	12.28516468	1.456956151	1.218217158
KREMEN2	0.008260939	0.00493891	0
PKMYT1	0.737787075	0.526085267	0.877454383
PAQR4	0.948560809	0.798634357	0.762310246
LINC00514	0.045898716	0	0
LA16c-380H5.3	0	0	0
LA16c-380H5.4	0.175919307	0	0
LA16c-380H5.2	0	0.064345651	0
LA16c-380H5.5	0.034113894	0	0
CLDN9	0	0	0
CLDN6	0.562028293	0.24022261	0.812633301
TNFRSF12A	0.401284788	0.511563152	1.26962235
HCFC1R1	1.462937445	1.6005852	4.609633651
THOC6	1.995205223	4.942683298	11.96500835
CCDC64B	0.45152366	0.423561815	0.345563949
RP11-473M20.5	0	0	0.014465106
MMP25	0	0.010214731	0.010731384
RP11-473M20.7	0.01139064	0.020066183	0.007592488
IL32	0	0	0
RNU1-125P	0	0	0
RP11-473M20.9	0	0	0
RNU1-22P	0	0	0
ZSCAN10	0.132607773	0.214264585	0.052330495
RP11-473M20.11	1.566154555	0	0.219922305
ZNF205-AS1	0.031086825	0.039761426	0
ZNF205	0.168631601	0.017838632	0
RP11-473M20.14	0.315948442	0.0234563	0.045338123
ZNF213	0.074812314	0.011709043	0
CASP16	0	0	0
RP11-473M20.16	0	0	0
AJ003147.8	0	0	0
AJ003147.9	15.09049311	11.77005854	15.23151602
OR1F1	0	0	0
OR1F2P	0	0	0
ZNF200	14.03772793	6.838138701	12.78059055
MEFV	0.020931933	0.002679044	0
ZNF263	0.418632358	0.172640084	0.249350249
TIGD7	5.38079903	2.423935676	2.042613545
ZNF75A	0.310794839	0.232602325	0.423924741
LA16c-360H6.3	0.178078988	0.15512042	0.060305001
LA16c-360H6.2	0.450471399	0.868650104	1.212479862
RP11-433P17.1	0.029419748	0	0
OR2C1	0	0	0
NAA60	4.891054972	2.900966827	1.618375874
RP11-433P17.3	0	0.044497542	0.028977546
RP11-433P17.2	0.147723454	0.198543939	0.116667932
MTRNR2L4	0.426831072	0.56289788	0.276489364
ZSCAN32	1.018001895	0.62042646	1.361203006
ZNF174	2.453977586	2.456219485	2.112547468
ZNF597	28.15403195	25.50425787	32.71006194
NAA60	3.276152348	1.973592754	0.940006426
LA16c-306E5.3	43.73437329	39.83161027	44.06919436
C16orf90	0	0	0
LA16c-306E5.1	0.076035546	0.026647501	0.052298482
CLUAP1	5.607332683	4.41083419	5.095411981
NLRC3	0.51628496	0.505911684	0.194018702
LA16c-390H2.4	0	0	0
RP11-461A8.1	6.009176021	0.744158471	1.528242122
SLX4	1.312844642	0.648358014	0.848697831
DNASE1	0.521338254	0.08394541	0.291292323
RP11-461A8.4	0	0	0
TRAP1	1.715031906	0.6631948	1.835594741
AC006111.1	0.079052531	0.050411174	0.448818042
CREBBP	3.979040721	3.039273973	2.78500536
RP11-95J11.1	0	0	0.062751995
RP11-462G12.2	0.072698298	0	0.057206319
RP11-462G12.1	0.382173334	0.016201508	0.021309568
ADCY9	20.62562034	6.022091508	7.539688003
RP11-462G12.4	0	0	0
RP11-95P2.4	0	0	0
RP11-95P2.3	2.056828184	0	0.373654566
SRL	0	0	0
RP11-95P2.1	0.991585207	0.623689497	0.374501781
TFAP4	0.189353124	0.190607758	0.40334224
GLIS2	0	0.026262356	0.117890546
AC005356.1	0.514811779	0	0
PAM16	18.99544817	20.9525845	16.71803365
RP11-295D4.1	0	0	0.046653484
CORO7-PAM16	11.69945277	12.83402573	10.13709501
CORO7	0.023329667	0.004036758	0.027800646
VASN	0.150418113	0.021991111	0.180214792
DNAJA3	2.009649155	1.21404817	0.754996633
NMRAL1	0.475721696	0.26356881	0.140908744
HMOX2	7.171727187	2.980246535	4.486769211
CDIP1	6.557264482	7.162426334	5.084571481
C16orf96	0.033708457	0	0.007928123
RP11-709D24.5	0.025450365	0.023539203	0
SUB1P3	36.70349271	59.87364126	36.47305465
UBALD1	1.097031695	0.371029754	0.353857742
MGRN1	1.351087566	1.841094935	2.220652137
RN7SL850P	0	0	0
RP11-709D24.6	0.055402914	0.372754159	0.095713442
NUDT16L1	3.166235838	0.396101286	1.198435285
ANKS3	0.304668158	0.20091284	0.250470506
RP11-127I20.7	2.804459416	0.166475877	0.804856482
C16orf71	0.508128826	0.184905844	0.386361711
ZNF500	0.475286554	0.250986297	0.196809269
44816	0	0	0.005271154
SMIM22	0	0	0
RP11-127I20.5	0	0	0
ROGDI	0.935975403	0.099702896	0.274462836
GLYR1	6.133170322	4.3956765	2.375549451
AC020663.1	1.058556531	0.819982138	0.610695223
UBN1	5.370995788	4.689185185	3.130189433
PPL	4.051278704	0.418140292	0.597179423
Y_RNA	0	0	0
SEC14L5	0.419386363	0.123386603	0.240102123
RP11-165E7.1	0.192962085	0	0.029087537
NAGPA	0.827635335	0.930464738	1.622982458
ALG1	0.270132138	0.018034919	0.183184539
C16orf89	0	0	0
RP11-10K17.3	0	0	0
FAM86A	0.597468245	0.131759127	0.237250444
RP11-10K17.6	10.60567314	4.129173325	3.032614117
RP11-382N13.6	0	0	0
RP11-382N13.2	0	0	0
RP11-420N3.2	7.286654768	2.421968249	2.298732907
RP11-382N13.4	0.01397167	0.097762709	0.051726973
AC074051.1	0	0	0
RP11-382N13.1	0.011149877	0.004737455	0.008095618
RP11-382N13.5	0.290615197	0.009679244	0.147794024
RP11-382N13.3	0.312364688	0.195488088	0.117406298
RP11-124K4.1	4.668992518	0.539828527	0.706607533
AC012175.1	0	0	0
RP11-19H6.1	0.078527304	0	0
RBFOX1	1.953350567	2.243142928	1.766608466
RP11-509E10.1	0.055654884	0.029104256	0.271074057
RP11-468I15.1	0	0	0
RP11-185J20.2	0	0	0
RNU7-99P	0	0	0
RNU6-457P	0	0	0
RNU6-328P	0	0	0
RP11-545E8.1	0	0.005206894	0
snoMe28S-Am2634	0	0	0
RP11-26O3.1	0	0	0
SNORA40	0	0	0
CTD-2535I10.1	0.58009624	0.731567684	0.337839813
AC093515.1	0	0	0
RP11-279O17.2	0	0	0
RP11-279O17.1	0	0	0
AC018767.1	0	0	0
RP11-279O17.3	0	0	0
RP11-568A19.1	0	0	0
RP11-483K5.2	0.208051285	0.134046252	0.048550099
RP11-483K5.3	0	0	0
TMEM114	0	0	0
METTL22	1.606700406	0.715085151	3.48019629
ABAT	1.944202948	0.997825954	1.302833431
RN7SL743P	0	0	0
RNU7-63P	0	0	0
RNU7-63P	0	0	0
TMEM186	1.695234759	0.682642826	1.282805597
PMM2	2.321202151	1.198761336	0.506292008
RP11-152P23.2	6.40199113	3.664449813	1.42640813
RP11-77H9.2	2.13193419	0.818659281	1.45417897
CARHSP1	0.790854906	0.569403348	0.935999232
RP11-77H9.5	0.475057554	0	0.108944516
RP11-77H9.6	0.879587344	0.26325457	0.713627376
USP7	21.68370985	19.00853656	17.32631072
RP11-77H9.8	0.505941137	0.035446793	0.384037786
RP11-473I1.6	0.055375828	0.051955054	0
C16orf72	12.05916725	3.773602623	4.917275485
RP11-473I1.9	0.695487356	2.139943403	1.055145228
RP11-473I1.5	0.500691645	0.605576676	0.883247304
RP11-473I1.10	1.045427354	2.222918286	1.596323863
RPL21P119	38.20670369	52.00558266	31.09785201
AC092122.1	0	0	0
AC092122.2	0	0	0
RP11-243A14.1	2.534437544	1.949432326	1.461289767
RP11-243A14.2	0	0	0
RP11-243A14.3	0	0	0
RP11-418I22.2	0	0	0.317613232
RP11-297M9.1	1.108995021	0	0.045008391
RP11-297M9.2	0.773124202	0.83298329	0.763583402
GRIN2A	1.547005967	0.884158727	1.223064343
RP11-895K13.2	0.086677268	0	0
IMPDH1P11	0	0	0
RN7SL493P	1.150036975	0.010192445	0
ATF7IP2	50.28467432	29.79023093	30.16815
RP11-609N14.1	0	0	0
RN7SL99P	0.196222109	0.027519601	0
RNU6-633P	0	0	0
RP11-27M24.3	0.51820099	0	0
EMP2	3.097773015	1.000710656	1.146634021
RP11-27M24.1	0	0	0
RP11-27M24.2	0	0	0
TEKT5	27.97136979	1.94511173	2.350120706
RP11-109M19.1	0	0	0
RP11-109M19.4	0.036900884	0.026683888	0.026822313
RP11-109M19.5	0	0	0
RP11-109M19.3	0.062719221	0	0
RP11-109M19.2	0	0.082366531	0
CTD-2318B16.4	0	0	0
CTD-2318B16.3	0	0	0
CTD-2318B16.2	0.055227864	0.11613131	0
CTD-2318B16.1	0	0	0
NUBP1	6.15472999	3.32770905	3.454579283
TVP23A	1.26395225	0.239567514	0.727108018
RP11-876N24.1	0.017957794	0.016848474	0.084718526
RP11-876N24.2	0	0.363090481	0.141369431
CIITA	0.026948813	0	0
DEXI	0.188359994	0	0
RP11-876N24.5	0.039233335	0	0
RP11-876N24.4	0	0	0
CLEC16A	1.157988362	1.092873144	1.605632237
AC007014.1	0.107080278	0.049213307	0.096875473
RP11-66H6.3	0.069341814	0	0
RP11-396B14.2	0	0	0
HNRNPCP4	4.933738618	3.451529283	3.825042903
RMI2	9.632142786	2.545562465	4.181317212
SOCS1	0.160562561	0.069003672	0.12173989
TNP2	0	0	0
PRM3	0	0	0
SNORA48	0	0	0
PRM2	0	0	0
PRM1	0	0	0
snoU13	0	0	0
MIR548H2	0	0	0
Y_RNA	0	0	0
RP11-485G7.5	0.606898137	0	0.066020741
RP11-485G7.6	0	0	0
AC009121.1	0	0	0
CTD-3088G3.8	0.039726	0.05635203	0.076740687
CTD-3088G3.4	3.524510449	0.817653047	0.974706953
CTD-3088G3.6	0	0	0.009714281
snoU13	0	0	0
RN7SL522P	0	0	0
LITAF	0.972908679	0.604822567	0.632665738
SNN	0.242199519	0.490398616	0.226939828
TXNDC11	0.704415913	1.474433628	2.075949873
RP11-490O6.2	0.930044834	0.711403417	0.408983356
ZC3H7A	45.20906899	46.15789879	40.55455308
BCAR4	227.7083256	292.7936871	219.0611647
RSL1D1	38.2066951	38.05184161	46.59524643
RP11-166B2.8	0.076847313	0.034806188	0.158608248
GSPT1	20.48106823	18.3480644	11.93080838
RP11-166B2.3	0	0	0
COX6CP1	21.51766383	27.47773824	14.22854389
RP11-166B2.5	0.088811397	0	0.057653243
AC007216.1	2.24466619	0.734381556	1.437961189
RP11-166B2.1	0.309110304	0.06641552	0.130564918
TNFRSF17	0.189859954	0	0
AC007216.2	0	0	0
UBL5P4	0	0	0
SNX29	2.227932886	1.20158934	1.390723514
RP11-166B2.7	0.214421684	0	0
RPS23P6	0	0	0
RP11-276H1.3	0	0	0
RP11-276H1.2	0	0	0
ACA64	0	0	0
RP11-165M1.3	0	0	0
RP11-165M1.2	0.347600793	0	0.049417065
RP11-552C15.1	0.083054211	0	0
CTD-3037G24.4	0	0	0
CTD-3037G24.3	0.913168349	0.056048934	0.298832213
CPPED1	2.241074086	0.887655301	1.449889428
MIR4718	0	0	0
CTD-2583P5.1	0	0	0
CTD-2583P5.3	0	0	0
SNORA27	0	0	0
RP11-14K2.1	0.35085984	0.183827792	0.113427417
SHISA9	0.098716656	0.071756539	0.151679242
AC092380.1	0	0	0
AC009134.1	0.098385365	0	0.033527695
U91319.1	1.276210613	0.256538657	0.126262037
AC003009.1	0	0	0
AC003009.2	0	0	0
U95743.1	0	0	0
ERCC4	1.918457539	2.152041367	2.80226404
RPS26P52	0.316221348	0.173671985	0.176110998
CTD-2135D7.2	1.000885171	1.020720023	1.172900912
CTD-2135D7.3	0	0	0
CTD-2135D7.5	0	0	0
CTD-2135D7.4	0	0	0
MKL2	2.833658542	2.389221576	1.832753464
CTA-276F8.2	0	0	0
TVP23CP2	0.559000986	0.202902926	0.29093738
AC040173.1	2.380874909	0.994385438	0.636087662
Y_RNA	0	0	0
RP11-65J21.3	0.058283657	0	0
MIR193B	0	0	0
MIR365A	0	0	0
RP11-65J21.1	0.248778826	0	0.256434502
RP11-65J21.4	0	0	0
PARN	11.98184817	7.199057532	10.91913294
AC092291.1	0	0	0
AC092291.2	0	0	0
RN7SL274P	0	0	0
BFAR	17.92456126	11.57941322	13.7761007
RNU7-125P	0	0.631002513	0
PLA2G10	0.186774449	0.133604265	0.062471108
RP11-82O18.2	0	0	0
NPIPA3	0.441603542	0.227408692	0.260029055
RP11-719K4.3	0.506892745	0.211388943	0.257121463
RP11-719K4.6	0	0	0
NPIPA2	0.479330132	0.225255807	0.236596326
RP11-680G24.1	0.925144817	0.513010335	0.556185382
ABCC6P2	0.100242447	0.037987474	0.041509175
NOMO1	1.014639357	0.609048202	0.927415184
RP11-719K4.7	0	0	0
MIR3179-1	0.12781712	0.227000056	0.014795918
MIR3670-1	0	0	0
MIR3180-1	0.053329131	0.042446303	0.050842693
hsa-mir-3180-3	0	0	0
RP11-958N24.1	0.120120507	0.148181476	0.060096144
Y_RNA	0.647822849	0	0
NPIPA1	0.289179069	0.165328238	0.098154033
PDXDC1	18.78310816	19.20613759	14.93730627
RP11-680G24.4	0.034660309	0.036484604	0.14138943
MIR1972-1	0	0	0
RP11-680G24.5	0.160050015	0.092489949	0.763428888
NTAN1	14.04662809	7.420007273	19.38824675
RRN3	18.41335466	18.96148737	22.87437996
RP11-72I8.1	0.298784248	0.149140715	0.185348618
NPIPP1	0.412132587	0.149513745	0.15226453
RP11-1186N24.5	0.226297529	0.148647103	0.111695521
PKD1P6	0.082225939	0.1427907	0.092209308
Y_RNA	0.21594095	0	0
hsa-mir-3180-4	0	0	0
MIR3180-4	0.014653811	0.02923945	0.011665991
AC126763.1	0	0	0
NPIPA5	0.911450308	0.322750473	0.251526414
RP11-1021N1.1	0	0	0
MPV17L	0.007039192	0.006510593	0
C16orf45	1.224921501	0.406418748	0.599764274
KIAA0430	0.476157599	0.339432354	0.389346936
CTB-193M12.1	0	0.021306512	0.11209637
NDE1	12.32838113	8.043473044	7.016154005
MIR484	0.527822764	0.285884844	0.376019468
CTB-193M12.3	0	0	0
MYH11	1.315264942	0.441422943	0.476628737
AF001548.5	1.761503399	0.093593674	0.239033567
AF001548.6	0.382873985	0.736266003	0.362272014
FOPNL	22.8837877	27.55150956	29.22039771
RNU6-213P	0	0	0
CTA-972D3.2	0	0	0
RPL15P20	1.287949202	1.710263814	1.353489576
ABCC1	1.604983825	0.739151241	0.759233172
RPL17P40	0	0	0
ABCC6	6.71566937	5.726678243	5.519016238
RP11-517A5.7	0.103816389	0	0
NOMO3	0.441235462	0.321979488	0.507275553
RP11-517A5.6	0	0	0
RP11-517A5.5	0	0	0
RP11-517A5.4	1.184303712	0.570128956	0.56724422
MIR3179-2	0.190321222	0.392280212	0.014774063
MIR3670-2	0	0	0
MIR3180-2	0.053329131	0.042446303	0.050842693
hsa-mir-3180-3	0	0	0
PKD1P1	0.068732845	0.108113541	0.058985936
Y_RNA	0.21594095	0	0.151546068
AC138969.4	0.260391081	0.096574621	0.106037573
RP11-958N24.2	0.010741403	0.017357349	0.006246221
NPIPA7	0.955291198	0.317733927	0.359707695
RP11-467M13.2	0.502129901	0.243733658	0.328425575
RP11-467M13.3	0	0	0
RN7SL90P	0	0	0.090425487
RP11-14N9.2	0.061866466	0	0
RP11-419L9.1	0	0	0
CTD-2576D5.3	0	0	0
CTD-2576D5.2	1.113327167	1.062567429	1.022478999
XYLT1	19.12874137	2.905494501	5.063722687
CTD-2576D5.4	3.944116752	0.357452489	0.557655
RP11-916L7.1	0	0	0
CTD-3229J4.1	37.44458791	7.727954354	10.6341569
RPL7P47	2.052973516	3.103339083	1.995825584
CTA-481E9.4	7.495888485	3.213544204	4.687981412
CTA-481E9.3	0.367527391	0.179764059	0.107066901
RP11-164A6.1	0	0	0
NPIPA8	0.325447188	0.10399995	0.129276462
RP11-1212A22.1	0.031809819	0.046285467	0.022466548
RP11-1212A22.4	0.630187722	0.203919904	0.257281382
PKD1P5	0.079377803	0.098430099	0.052510519
Y_RNA	0.21594095	0	0.151546068
MIR3180-3	0.053329131	0.042446303	0.050842693
hsa-mir-3180-3	0	0	0
hsa-mir-3670-2	0	0	0
MIR3179-3	0.237288154	0.48908601	0.018419964
MIR3179-3	0	0	0
NOMO2	1.150370195	0.689755772	0.984415909
RP11-457I16.4	0	0	0
RP11-457I16.2	0.01544642	0	0
ABCC6P1	62.08697504	40.23614281	39.06175616
RPS15A	13.87162112	15.76078312	9.69783689
RP11-1035H13.3	185.9661423	173.8081814	181.4972259
ARL6IP1	35.01278475	33.21129004	51.67427947
RP11-1035H13.2	0.307342108	0.45700313	0.640737352
SMG1	2.321524279	2.059098622	2.149641067
snoU13	0	0	0
CTD-2288F12.1	0	0	0
AC092287.1	0	0	0
TMC7	0.127682209	0.083282236	0.052496516
RNU6-1340P	0	0	0
RP11-626G11.5	1.641225447	1.003821164	0.51399062
RP11-626G11.1	0.13357949	0	0.06329305
COQ7	5.232926474	3.313848285	3.279884857
RP11-626G11.4	1.604354784	1.070413829	0.976037345
ITPRIPL2	0.179616508	0.106077242	0.07614685
CTD-2349B8.1	0.358860952	0.296812746	0.528478654
RP11-626G11.3	0.149198653	0.079454363	0.013063121
SYT17	2.53902383	2.495586355	2.859956246
CLEC19A	0	0	0
AC003003.5	0.009069339	0	0
CTA-363E6.1	0	0	0
CTA-363E6.2	0	0.004293476	0
TMC5	5.72353673	5.307550124	6.632100935
CTA-363E6.5	0.095410165	0	0.045577765
CTA-363E6.6	0.33637177	0.610429478	0.401784078
RNU4-46P	1.117644665	3.235461286	4.159077632
CTA-363E6.7	0.222899192	0.038355055	0.058246153
GDE1	0.153967757	0.025017172	0.185784791
CCP110	6.910459456	7.623916908	10.23281026
C16orf62	4.66322326	5.208537968	9.891985903
KNOP1	11.82106656	11.94592394	7.156419433
AC002550.5	38.04055588	37.7119555	20.11635787
IQCK	4.736845666	3.808004767	2.226717989
CTD-2380F24.1	0	0	0
CTC-496I23.1	0	0	0
GPRC5B	0.188898794	0.068120759	0.075232616
AC134300.1	0	0	0
GPR139	0	0.017681987	0
RP11-204E4.3	0	0	0
SNRPEP3	12.04959199	9.285973384	3.913795579
